[NEW_DOCUMENT: DOCid=1, lang=bzd, DOCNAME=Los Bribris y Cabécares de Sulá].	[NEW_DOCUMENT: DOCid=1, lang=spa, DOCNAME=Los Bribris y Cabécares de Sulá].
É a Sibö̀ rëka sdtsëwö kíök. ~~~ Íkuö̀ kë́ köLpa dör Sibö̀ a jkö́ bë́ rie ë' a íkuö̀ dtsë́ wö i é chík ë, dtsë́ wo wö́ ki, wöki.	En algún momento Sibö pensó que debía cambiar ese ambiente; pero los seres espirituales que existen, no son muy amigables para el proyecto de Sibö, entonces Sibö se transformó en dos bebés, que representaban la creación del mundo y la humanidad y se fue a otro planeta a buscar semillas de maíz, donde viven los dioses del maíz.
I wö̀ a rör kuöki kuöki, itsö' wöa döLö̀ Lö, mát, sururu krö́ krö, tsikriri, áushas u s h , éna i wöLa rör weléta bërie, tsítsine, tsir.	Estos dioses le entregaron una gran canasta de maíz, con granos grandes, pequeños, medianos de diferentes colores, como el amarillo, rojo, azul, negros, blancos, morados, entre otros; la canasta la cuida Sibö y llega a este planeta, no continente.
E kuáblëna ká i kí bö́ tkla, bö́ tkla. ~~~ Míka itsikína ëta i klö̀ tLána blum bLu ë, wë́ s, káL táin ëjkë míka̱ iwöna ta irör së' ë́ jkë, ë́ rör së' SusuLéyibi, tsikine kë́ we kë̀ mita, kë̀ yë' ta.	Pero Sibö pasa difíciles momentos, tenía que cuidar la canasta porque habían seres espirituales que querían comerse el maíz, como los seres de los parásitos intestinales; eran muy grandes, gigantes y entre ellos, estaba Yamblu, era tan grande que en un momento que se descuidaron los seres que cuidaban la canasta que Sibö les encomendó, se la robó y se la tragó.
Ë' ë' a íyi këpë́ yana, wöína, páuta, ulítënë ë' yönë, wë̱́ s Sibö̀ rör íyök, dyë̀ , díwö wë̱́ s ë' yönë, wë̱́ s Sibö̀ añíbuk áknamapa ulítënë ta së' kuë́ ki.	Cuando Sibö se enteró pensó ir a visitarlo amigablemente; llega a su casa y como es Sibö, observa que alrededor había un árbol del fruto del jícaro y una mata de cacao.
Kíjkë suwök ulítënë ë' pakana, ë́ kuéki wëpa yöne awá ië, okum, bikákla, syök suë́ brök, tsököl, tau yöjka.	Sibö le dice que cuando regrese nuevamente, bajen el jícaro y le hagan dos guacales grandes y también el cacao, el fruto, que lo tuesten para que le hagan chocolate.
AláköLpa yönë tsru' tmi ie, sia̱' tmi, syök, byök, byöblök, sLö́ u̱k, uLámuk.	Yamblu estuvo de acuerdo y les pidió a sus colaboradores lo que decía Sibö cuando volviera a visitarlo.
Spáuta wë́ së' káwota së́ nuk ká̱ í ki̱ ská̱wöta̱, áknamapa, kábta, yö́ lkö, di tsáli, btsörö, dyë, UsëköLpa ká, jtë̀ , pö́ íyiwak kiñiru, ë' dlölö yök. ~~~ Kë̀ skáne klublök, íchi jkë́ uk, stökwa, íyiwak urú, chichi, krö, ë' wë́ ikök.	Sibö vuelve a visitarlo y Yamblu como tenía muchos colaboradores, les dijo: traigan el guacal lleno de chocolate como Sibö quería, les traen el chocolate y Sibö, no la toma, sino sopla la bebida y se la da a Yamblu y le dice tomaré el siguiente.
Skáwota s yamipa dlö̀ yök, ë́ kuë̱ ki̱ sia i yëna yi rör sduö'. ~~~ Míka spáuta së' rá ë ë́ ta Sibö̀ rör SusuLé yibi uLábas së̱raë, sdiö yana ë́ ta̱ ië' mía.	Yamblu se la tomó e hizo un ruido, dijo, “¿será que tomé algo sagrado”; Sibö no respondió; la canasta salió expulsada de Yamblu y Sibö huyó con la canasta.
Yámblu rör áknama táin blu ñabë ë rör ödlër, ulítane këkol. ~~~ Mika Sibö̀ wasë dtsëwö déka ka i ki ëta ká i ia tsëtsë ë, kämi káñir.	Pero ahí no termina la persecución de esos seres colaboradores de Yamblu, que querían vengarse de su muerte.
Éta áknamapa ulítane ë rör Sibö̀ to tiemitsë, iëpa kí dtsö̀ kiána katëwa, Sibö̀ wa së dtsö̀ dëka jkö táin ë a. ~~~ E jkönëkë Sibö̀ yámipa rör, ërëta ëpa míjche dtsö̀ tö kënëúk, ta yi rör Sibö̀ jkö könémi.	Sibö tuvo que convertirse en un viejito y escondió la canasta, cuando ve todos esos seres y seres, les preguntó ‘¿no han visto a Sibö?’, ‘no’, ‘yo soy el dios viejito’ y volvió a ver hacia el espacio y les dijo ‘allá va con la canasta’, que tenía un reflejo resplandeciente como el oro, y también se elevaron muchos espíritus que querían quitarle la canasta para hacerle algún daño, pero se fueron a otro planeta.
Ékuëki Sibö̀ rör i jkö mëat y yámipa áta ú a ë a jköne. ~~~ Érëta áknamapa tsöwa ë rör jkö ëtö yu lékema ínskíe.	Sibó seguía cuidando la canasta cuando apareció otro gran parásito que es la enfermedad del bocio” (Entrevista a Juana Segundo Sánchez, 2013)8.
Taín ë Sibö̀ yámipa rör jkö köné ërëta Yámblu uláre Köska, ië rör jkö tsëmi mléëmi ëtökicha ë. ~~~ Erë jkö mík kukulë mojchë, ë búnaka Yámblu bro a ërë kë ië jchine ë kí, buá irëka í ú a ë, iëka i köpö a tsëna buá é.	Cosmovisión Según nos narra Alejandro Swaby Rodríguez “El pasado indígena sobrevive en su herencia cultural, pero el pasado también está aquí hoy, impregnado en la manera de relacionarnos con la madre naturaleza, nuestros cultivos, nuestras fiestas, nuestras técnicas de manejo del agua, nuestros centros ceremoniales, nuestras artes, etc.
Míka Sibö̀ yámipa i suewata kë Jkö kú, iëpa jchinawa Sibé suñeráë, ërë skáwöta ichö iaiëpa kë i swë a, i mí a rak Sibö̀ a i bichöchök Yámblu rör jkö tsëmi.	Basta echar un vistazo por nuestro legado y por nuestras costumbres para notar que el pasado está vivo en nosotros; que gracias a ese pasado común reconstruimos y profundizamos la confianza entre nosotros, en tanto pueblos indígenas.
S i b ö̀ éna iana yi rör Yámblu, ékuëki Sibö̀ ë ¨jcha úpakëyë. ~~~ Míka Sibö̀ rëmi Yámblu tsa ta i ñi shkëwërak buá é, ís bë shëkëna a naú Sibö̀ ichéia.	Desarrollamos nuestras identidades, nos integramos, nos reconocemos y celebramos que estamos juntos, que pertenecemos a la misma tierra.
Yámblu i chë ia ¿ Í rör b kiëstsa yi pákök. ~~~ Yi rë bwëblok, m e ëna iana sulú íena tsru ba yáku taín wëtswa b tsru alína. ~~~ Bö mewö bërië ë të ë mi chátakië.	Sentimos orgullo de nuestro origen, por eso luchamos, por nuestra identidad, por el reconocimiento de nuestros aportes a la cultura en general.
Iyöna ëta ë a sö tsru ba yëmi.	”(Entrevista a Alejandro Swaby, 2013).
Yámblu iutë ajá sö i yëmi, ¨ta bkië. ~~~ bërië ë të ë mi chátakië.	Por lo tanto, perciben la vida como la unión del cuerpo, los sentidos, la mente, el alma, la naturaleza, cuya base simbólica y material es la Tierra.
Iyöna ëta ë a sö tsru ba yëmi. ~~~ Yámblu iutë ajá sö i yëmi, ¨ta bkië.	Seres vivos en comunicación con la naturaleza, por medio de signos y señales para interpretar cuando sufren, lloran y mueren.
Sibö̀ i utë ëta yi rasë káchëk. ~~~ Yámblu ërkö, Sibö̀ kë wa i chër i wa blëna̱.	La mujer está presente en todas las actividades orientadas a la vida, la crianza, la educación y la revitalización de la cultura.
Sibö̀ mía. ~~~ Edlëwa Yámblu i yámipa më́ ka chátak tö́ k, tsru' síuk, tsru' kukö́ k, Sibö̀ yöki̱ .	Los pobladores de las comunidades indígenas valoran y perciben a la mujer como base de su organización social, y transmiten a sus hijos los saberes de su cultura.
Ká chë́ k ta̱ Sibö̀ déka̱, iñi shkë́ weka rak búae, kë̀ i.	9. Nacimiento y ceremonia de purificación
Yámblu jtökë i yamipa wö a̱ tsru' báu, tsru báu ëdLëwa itsörak kápakök, míka tsru' bána, ë́ ta Yámblu ichë́ tsru' bana ë̀ ta itö sia. ~~~ Sibö̀ a̱ i mé̱na këwe, Sibö̀ rör i klöwë́ uLá btaki̱ i kë́ snenë snënë ukö́ ki̱ i chéirir imú naú a̱ btëna, btëna.	Según la creencia bribri, “cuando una mujer está embarazada, está en un estado delicado y peligroso porque está contaminada hasta que nazca el niño y pueda ser purificada.
Yámblu yámipa mía chátak ië́ t a tsru' tö́ k Sibö̀ a mé̱, ërë kë̀ yë' wa i yane.	Cuando se aproxima el parto, la mujer se separa de la sociedad, es como devolverla a la naturaleza.
Éta Yámblu ícha yë́ ma, bërër ta Yámblu shu buLana chaLaLa, ë' chë́ irir iumku! Sula' makla ëLë̀ yë́ ma Yámblu shu yö.	El padre se va al bosque; hace un pequeño rancho al cual se retira la mujer al sentir los primeros dolores; sola y sin asistencia, da a luz.
Ë ë cheairir ta̱ tsikínawa pö́ j, i jkö́ mLéairir ë' túna s h k a ana rë kámië, ë' dlewa Sibö̀ kaLë́ pa jkö́ klöwë mitsë.	Después una anciana se acerca a la madre con mucho cuidado para evitar el bucurú, o impureza, al mismo tiempo se le provee de un poco de agua tibia en una hoja de plátano para bañar al niño.
Bë́ t túr i wëtsë i bLö́ k wa̱ áknamapa chöki, ië́ pa Lúna táine. ~~~ Sibö̀ kí̱ ërë Sibö̀ únemi iyökirak.	Entierran el cordón umbilical, en el lugar preciso donde nació o debajo de un poste de la casa.
Ekuë ki̱ së' ita̱ duöke tötö ë ödLër uLá a. ~~~ 8. Së’ Swö '	Se cree que si se escoge otro lugar, el niño se separará de la madre, del hogar.
Akeke pa Alejandro Swaby Rodríguez e'i pake, ská wak wöwérke a se’ jtö w i Léchájche, ereta. se a ìtsöìa ítä.	El proceso finaliza cuando llega el awá, que es el único encargado de la purificación del niño y la madre, con hojas de plantas medicinales empieza a purificarla.
Ërör míkase’, ke rwa se’ dLö yeke, kíjke se’dLìkua, se’ skLì yö ke wes s dì'kene we rke, we s s ekeneúke, wes jkó̈, sku' e' yörke.	Generalmente, toma al niño e inicia con los cantos de depuración del cuerpo con cacao, para extraerle los espíritus malignos que lo afecten, durante el crecimiento, como enfermedades.
Étä a' ìsáü. ~~~ Wë́s s se rke, e ta sö i swewé se’ swö tsö ìa.	Enciende después el tabaco de su pipa y sopla sobre ella el humo.
Érör skìme i yöukaneä s se r buá e añìta.	Enseguida se purifica, lavándose las manos.
	Ni la mujer ni el hijo deben ser vistos antes de que termine la ceremonia de purificación, después de lo cual se puede regresar al hogar”.
Éta se’ skáwak kechemö sñírpa umì buá añì́ta.	Entrevista a Juana Segundo Sánchez, 2013.
Skáwötä ìbkeìtsö.	10. Percepción de la muerte.
SuLítone míche íyök a. ~~~ Se’ rör dtsö , eta e kuekì se’ e ìkLö mì, ekuekì sñì bLákchö ke ás dts ö ke chö wa (2013).	Según la tradición bribri, cuando una persona muere no se puede enterrar de inmediato pues contaminaría la tierra.
Ë kuekì̈ se’ rör e t ka e, schaka, swö kìr, swímblu ena kerwa. ~~~ Ë wöye r kewa íyök.	El cadáver lo preparan envolviéndolo en hojas o manta y lo cubren totalmente para que no quede al descubierto y no huela, lo trasladan en un palo fuera de la casa hasta el monte, donde le construyen un rancho de palma.
Ék ué k ì ke rwa sìa j bì yö cheke i wabler m se’ ta, á̈s se’ enä i är míka sì i umìswe irke, sduöwa.	Sus familiares regresan a la casa y ayunan por tres días para que no le pase nada al cadáver y cuando regresan después de mucho tiempo, llevan a cabo el entierro.
ALáköL parör sLóuk, stLáuk, skách enaswö' pákök. ~~~ 9. Stsikina ëna Alà mì pákuök	Se hacía todo un ritual para que el cadáver pudiera ser enterrado, ya que el alma salía del cuerpo.
Sé atä, mík aláköL pa bkLuna, éta ì káwöta btsö k, e Löna mík ì aLá kúna étä. ~~~ Étä ì pakue.	Enterraban a sus muertos cerca de la casa, le ponían todas sus pertenencias que tuvo en la tierra.
Míka ì aLa kúrke e ta ì mì, káwöta shukók kañí ka.	En el ritual se da comida y bebida.
I ye rör uLá yueke ì a. ~~~ Ë̈́ erö aLa amì mekecher eköL La, ewa i aLa kúna e ta yì tsö' ìtsáuk e' mìke ì kuö uk, ì mì ena. ~~~ Étä míka sö ìmö wotewa ká̈ míe, éta míkleta, míkastLana eta ke s ser we s stíkina é erö.	El alimento lo provee el fallecido, sus animales domésticos, cosechas y los parientes del clan al que pertenecía, lo reparten con la ceremonia de distribución, para demostrar generosidad y compartir o distribuir especialmente carne y cacao, que son símbolos de reciprocidad entre los pobladores de la comunidad.
Étä Lámì tsúkwä e' kane weke awádipawa, e wa i kuöke i mì enä i aLa, éssäta btser, ás ödLeR Ke ödLer ke skriweenä due uLítene e' yöki.	Se trata de un ciclo similar a los árboles de cacao: los muertos según la creencia, los muertos son bayas de cacao que vuelven al mundo de donde vinieron, debajo de la tierra.
Étä spáte ke dua wa, SuLa skue ke, míkae' ö̈na é ta ala mí ré wa u ane. ~~~ Éta suLítene LáLa swe mi. e' kám öretäke yì káwöta LáLa sáuk.	Cuando muere un individuo, se debe purificar el cadáver, así como las personas que han estado relacionadas con él en ese momento.
Ë páke JuanaSegundo Sánchez, duás 2013. ~~~ 10. Duokwa.	Solamente el el guía espiritual o médico tradicional, puede tocar el cadáver.
Míka se’ duówa, eta se’ wímbLu míanewë́ Sìbö ráre se’ yuLö k, erör SuLaká̈ska.	Los rituales funerarios conducen al alma a su lugar de origen.
Míka se’ duówa étä syámìpa káwötä se’ wìmblu kímuk, ee kanewekeÓkumpa na bìkakLa rör.	Para esto, los parientes y descendientes deben cumplir con una serie de acciones rituales, en los cuales destaca el papel del chamán.
Se’ bLena wä e' Kaneö na buáe me etaerör se’ wímbLu kìmemì, ásì ì rö SuLaKaska, E' kuekì̈ s yámìpa káwöta e kenéuk krörö e.	Es evidente que en estas sociedades de clara tendencia agraria, los rituales están relacionados con conceptos de renovación y fertilidad.
Éta erör skímemì ás se’tsíkírne as se' stíkírne ká íkïnë. ~~~ Étä kese’ jchìne e kì tä se’ dtsewö er wamì.	Se trata de no romper el ciclo de origen y retorno del grupo familiar, pues si esto sucede, los grupos familiares corren peligro y por extensión toda la comunidad.
Míka ökumpa e' kane weke ta ì e pa ì mékeka yes yes e, ìö mìkì íchì yekeka, étä kös s se e' tìéke, e a tsuru' te ke, blö' ame ke, és swì́bLu tsá jche ke áknama pa yökì.	La colocación del difunto se hace de forma extendida, con sus pertenencias junto al cadáver, el cual según la mitología talamanqueña es un ser protector de los humanos.
Sé ’ a ta es se’ jterö, míka yí blénawa éta e patreke sík dtsítak wa buá e , ás ke i. ~~~ Lar, e uköki tä, kál mík i muekeka tsé kemi kamíe, e erö úLa yuwe keka é ä méät.	Le celebran el rito de la muerte, se reparte suficiente comida para asegurar que en la otra vida haya suficiente y así se compensan los pecados de mezquindad o tacañería en que incurrió el fallecido o fallecida.
Ukö́kitä i yámipa btsöke, kámiát. ~~~ Ás ke ideuntu tsríwe.	11. Universo simbólico y orden jerárquico espiritual.
Míka ká̈wö jchá duás e ké t ä i ska kene we kene. ~~~ Éta eʼ erörwímbLu Kímö ie. ~~~ WeLe weLe íta iyámipa to bié wa iúómika i ú ö míka ì íyi uLítene eʼ meke wai tä.	Sibö como creador del universo, hacedor del mundo de los indígenas de Talamanca, tiene una relación directa con la Madre Tierra y se presenta a la población de diferentes formas.
Étä suLítene ré swápie é a chököame ke, eʼ meke i yámipa rör tsruʼ ie,dúLa ie'. ~~~ És i kene weke ñ́ íta.	En un plano cósmico, la casa de Sibö protege a las semillas de otros agentes sobrenaturales que tratan de dañarlas.
11. Kë́r wa na s shëkë ki pa ~~~ Sìbö rör kë̈́rwa buá wë ka, së’ d tsö a íyök añíes, ë' káche kë sìa kuo kì, kuo k.	Por ello la puerta hacia este, en sus casas, es resguardada por entes míticos que impiden el paso de los primeros seres a este mundo.
