[NEW_DOCUMENT: DOCid=0, lang=nah, DOCNAME=CENTE COUATL HUAN TLACATL ].	[NEW_DOCUMENT: DOCid=0, lang=spa, DOCNAME= LA CULEBRA Y EL HOMBRE ].
Zan ocuatzinco orne ten mazatl, quimilhuía non cepan ocochque: —Xinechchiacan nia nictemotin icanica titlacuatihue, tía niman nicnextía, niamechanaquin.	¿No ves que puede haberlo asustado algún león o algún tigre que quizá quería comérselo?, ¡No se sabe!
Amo huecapa onquiz itic ical, imán occequin yolcame oquicaque tlen nozo hual tzicuini; quitohua calnelo: —Neci yehuatl mazatl hual tzicuini.	[Entonces] dijo la vaca: —¡Ténganse quedos, cállense la boca!
Tlen nozo oquimoti. ~~~ Nahuati oquichtentzo: —Tlenon ticnequi quimotiz? —Quen amo, que tiquita hueliz itla huei tecuani oquimomoti, onoce itla ocelotl, hueliz oquicuazquia; amo machía.	¡No vaya a suceder que nos oiga el león y aquí se acabó el mundo!
Quimilhuía cihuacuacue: Xitlamatacan, qui ximocamatzacuacan, techoncaquiz huei miztli, inon xiquitocan ye tlaltzonco ticate.	Luego se sosegaron, ya ninguno se movió; entonces la vaca se asomó a la puerta de la cueva a ver quién venía.
Imán otlamataque, yocaca omoliniaya; imán cihuacuacue open mixtia caltenco tepetlaoztotl oquitani tlen ohualaya.	El cordero y el cabrito temblaban de miedo; y les dice la vaca: —¡Qué veo!, Viene escurriendo sangre el venado.
Calnelo huan oquichtentzo papatlaca mocamiqui; huan quimilhuía cihuacuacue: —Tlenon niquitta!	Asustados exclamaron los demás animales, el cordero y el cabrito: —¡A ver!
Ezchachapacatihuitz mazatl!	El otro también dijo: —¡A ver!
Omoca nahuatque occequin yolcame, calnelo huan oquichtentzo: —Ma niquitta!	En cuanto lo vieron salieron a todo correr yendo a ver en dónde había entrado, llegando asustados.
Occente noiqui quitohua: —Ma niquitta!	Ya no entró a la cueva sino que fue a acogerse a otra casa de tepetate.
Imán oquittaque, oquiquiztiquizque; oquitato canin ocalac, omacatzicuintaya!	Le preguntaron los animales amigos suyos: —¿Qué te ha sucedido, buen venadito? —Iba muy contento, bajando por allí, cuando me disparó un hombre.
Ayecmo ompa itic tepetlaoztotl ocalaquito, occecni tepetlacalli omotoctito; quitlatlanía iyolca icnihuan: —Tlenon mopan omochin, cualli mamazatl? —Zan nipapaqui nitemotoya nepa, in icuac onechmotlac cente tlacatl; hueliz oquinequía nechmacaz ipan nacolhuehuepal huan amo onechmacac; zan onechxixintiquiz itlac noquechcuayo.Cihuacuacue niman tlen oquichin, quemilhuía non ocome icnihuan: —Axan ticpatican!	Quizá quería acertarme en la espaldilla; no hizo blanco y nada más me pasó rozando [la bala] cerca del pescuezo.Lo que [entonces] hizo la vaca fue decir a sus dos hermanos: —Ahora vamos a curarlo.
Calnelo oquititla man oquicentlaliti aalactli, none quiquixtianoxihuitl; noca oquichtentzo oquititla man quicuiti atl huan michpatli.	Al cordero le envió a que fuese a juntar la [hierba llamada] babosilla y mostaza silvestre, mientras al cabrito le mandó que fuese a buscar agua y medicina del pez.
Nin cacalnelo ayecmo omocuep; huelliz icompa oquicua tecuani.	El corderito ya no volvió, quizá el lobo se lo comió.
Quichía, quichía, nian quin.	Lo estuvieron esperando, esperando, y nada.
Huan nican za quichía quipatizque mazatl; zan oquicuitlaxtocac canin oquimotlaque.	Lo esperaban para curar al venado, al que nada más había rozado la bala entre cuero y carne.
Que oquinemilli oquichtentzo, quitohua: —Man huía cihuacuacue man quitemoti cente tepati, man quipatiqui mazatl.	Como lo pensó el cabrito dijo: —Que vaya la vaca a buscar un médico que venga a curar al venado.
Oya oquitemoto, cente chichi huehue.	Fuese en busca de un perro viejo.
Oquinextito ica itic tonalocoyo huan niman quilhuiti: —Cualli chichichiton, tlenon taxtica? —Amitla, tlaxiquita.	Topó con él en el pinar y le dijo: —Buen perrito, ¿qué estás haciendo? —Nada, ya ves.
Ic oncan ocuacuahuico noachca huan onechhualicaque —quitohua chichiton—; huan tehuatl cualli cihuacuacue, tlenon tictemotinemi icanican? —Nia timitzilhuiz tlenon onechhualicac icanican. —Xiquito cualli cihuacuacue. —Niantimitzilhuiz; axan que moca oniquizaco, tehuatl timitztemotihuitz. —Tleca? —Ticpía cente cocoxqui huan nicnequi ticpatitin, timitztlatlatía. —Huan de hueliz cualli nicpatiz? —Quenamo!	Mi amo vino a cortar leña por aquí, y me trajo —dijo el perrito—; y tú, buena vaca, ¿qué andas buscando por aquí? —Voy a decirte qué fue lo que me hizo venir aquí. —Dilo, buena vaca. —Voy a decirte; ahora que he dado contigo, a ti es a quien vengo buscando. —¿Para qué? —Tenemos un enfermo y quiero que vayas a curarlo; yo te lo ruego. —¿Y acaso podré curarlo? —¡Cómo no!
Ocuicac cihuacuacue in chichihuehue; oacique canin tlapatizquía.	Se llevó la vaca al perro viejo; llegaron al lugar a donde iba a hacer la curación.
Open quipatía mazatl.	Empezó a curar al venado.
Achtopa oquicecentlalitaya ipan otli xipatli.	Antes, en el camino, habían juntado hierbas medicinales.
Cihuacuacue mocxianaya.	La vaca se apresuraba.
Chichiton open quipapalohua canin oquicocuaya mazatl; zan que ye oquipapalo, oquitlaliti xipatextli.	El perrito empezó a lamer la parte enferma al venado; una vez que la hubo lamido, le puso hierbas medicinales machacadas.
Amo huepa ocehuic.	No tardó mucho en aliviarse.
Noca oquichtentzo oconcuicuía tlen quicuazque; huan iquion icochantia pan cuautlatli inin yoyolcame.	Entretanto el cabrito iba a buscar lo necesario para que comiesen, y así vivían en el bosque aquellos animalitos.
Imán itla oquicaquía inintin omocamiquía.	Luego que oían algún ruido se alarmaban.
Moztlatica oquicaque otzatzic cente huei miztli; imán omocamic oquichtentzo, chichiton huan cihuacuacue.	Al día siguiente oyeron rugir un león y en seguida se asustaron el cabrito, el perrito y la vaca.
Quimilhuía mazatl: —Tía xittacan, tía itla ye topanhuitz amo ximomotican: cihuacuacue quinpia icuacuahuan tlen ica mopalehuiz; amehuan nia mechilhuiz: tehuatl, oquichtentzo, incuac ticaquizque ye totlachuitz zazotlen, zan tinechhuilaniliz nocuitlapil huan tiquitaz tlenon mochihuaz.	[Entonces] les dijo el venado: —Miren, si algo nos ocurre, no se arredren; la vaca tiene sus cuernos con que defenderse; [en cuanto] a ustedes, voy a decirles:tú, cabrito, cuando oigas que se nos acerca alguno, nada más me tiras de la cola y ya verás lo que sucede.
Occepa otzatzic huey miztli, occepa otzatzic huey miztli; ocachi ye mocamiqui oquichtentzo.	El león volvió a rugir y se asustó más el cabrito.
Imán quitohua cualli mazatl: —Xi nechhuilanilli nocuitlapil yexpa huan niman nocuepaz ce huei cuauhtli huan amechpalehuiz.	Entonces le dijo el buen venadito: —Tírame de la cola tres veces y luego me transformaré en una gran águila para salvarlos.
Melac occepa ye oquicaque ocachi ye intlac; imán oquitaque huey miztli quintocatihuitz cana caxtolli tetecuantin, niman nepa imixtla oquinmicti chicuacen tetecuantin, in icuac inon oquitaque quilhuía mazatl nin oquichtentzo chipahuac: —Xi nechhuilanilli no cuitlapil.	[Y], de veras, volvieron a oírlo [rugir] más cerca [y] luego vieron al león que venía siguiendo a quince lobos y allí, delante de ellos, mató a seis lobos. ~~~ Cuando vieron eso, le dijo el venado al cabrito blanco: —¡Tírame de la cola!
Ocuilanilli huan niman omecuep ce huei cuauhtli.	Tiró de ella y se convirtió en una gran águila.
Chichi huehue omotlalitihuetz ipan icuecuechte, oquichtentzo iztac omotlalli otlatecacalo ipan iacol.	El perro viejo echó un brinco para sentarse sobre su pescuezo, el cabrito blanco se acomodó a horcajadas sobre su hombro.
Niman opatlan ica tlacpac huan huei miztli za omocatlachiaya ica tlacpac mazatl omocuep cuauhtli.	Luego alzó el vuelo y el león se quedó asustado mirando para arriba cómo el venado se había convertido en águila.
Oncan, zan que mazacuauhtli oquitac ye oya huei miztli, otemoc ica icnihuan huan occepa ocuilanilli icuitlapil huan occepa omocuep mazatl.	Y sucedió que en cuanto el venadoáguila vio que se había ido el león se abatió con sus hermanos [a cuestas] y de nuevo le tiraron de la cola y otra vez convirtióse en venado.
Huan cecpa noiqui ye ohualaya cente hueimiztli, cente ocelotl, huan occequintin yolcame, mazatl oquincac.	Y en otra ocasión también [ocurrió que] vieron venir a un león, a un tigre y a otros animales; el venado los oyó [venir].
Oncan quilhuía imicnihuan: —Xi motlachilican, ye huitz non amo techixitani.	Entonces les dijo a sus hermanos: —¡Miren! ~~~ Ya viene el que no nos puede ver.
Tlen oquicin oquichtentzo iztac ocuilanilli icuitlapil mazatl, haun omocuep ce cualli huei tlilmiztli, huan cuac mochtin inin yolcame itlac in tepetlaoztotl oacique, omixti in huei tlilmiztli huan quimilhuía: —Canin anyahue, caulli yolcame?	Lo que hizo el cabrito blanco fue tirar de la cola al venado y éste se transformó en una pantera, y cuando todos aquellos animales habían llegado cerca de la cueva, salióles al frente el leopardo y les dijo: —¿A dónde se dirigen, buenos animales?
Onahuat hueimiztli: —Otimitz itaco, xitechtlati itic mocal. ~~~ Nican que anquita zan nehua cualli niactica; amehuan zazan an miactin huan amo onaquizque. —Tehuan otemitziztiquizaya, huan zan nican totlatizquíayan techtocatihuitze cequin tlaca; quinequi techmotlazque huan ya inon techchihualtia ticholozque.	Respondióle el león: —Venimos a verte; escóndenos en tu casa. —Aquí, como ven, apenas quepo bien yo; ustedes son muchísimos y no han de caber. —Nosotros salimos a verte y sólo tratábamos de escondernos aquí [porque] nos vienen siguiendo algunos hombres; nos quieren cazar y eso nos obligó a huir.
Ocachi cualli ye tiehue.	Lo mejor es que nos vayamos ya.
Tlazocamati.	Gracias.
Zan opanoque huan oyaque.	Siguieron adelante y se fueron.
Zan que opanoc nemotilli occepa ocuilanilique icuitlapil huei tlilmiztli huan occepa omocuep mazatl.Oncan za oquiquiztinemía mamazatl huan cecpa ayecmo ocalaquico ichan; icompa oquimotlaque.	Tan pronto y les pasó el susto, tiraron de la cola del leopardo y éste transformóse de nuevo en venado.Después, el venadito salía con mucha frecuencia y una vez ya no volvió a su casa; le dieron caza en algún lugar.
Nin chichi huehue omic.	Aquel perro viejo se murió.
Oquichtentzo ica cihuacuacue oquitocaque. ~~~ Imán omocaque za in ceceltoton.	El cabrito y la vaca lo enterraron y se quedaron solitos.
Oquizque noiqui omotlacual temolito, huan occepa omocuepaya itic in tepetlaoztotl.	Salían también a buscar qué comer y de nuevo regresaban a la casa.
Huan cecpa omononotzaya, huan omolhuiaya, que cihuacuacue, huan que oquichtentzo. —Tlenon taxticate?	Alguna vez que conversaban, se decían tanto la vaca como el cabrito: —¿Qué hacemos aquí?
Za toceceltoton.	¡Tan solos como estamos!
Man tiacan!	¡Vámonos!
Ya za nican otocaltzacuaco.	Aquí nada más estamos encerrados.
Quitohua cihuacuacue: —Melahuac.	Dijo la vaca: —De veras.
Man tiacan!	¡Vámonos!
Cecente ocan iohui huan axan zan ye zacacuatinemi ica cuauhtlatli ica ixtlahuapa.	Cada quien cogió su camino y hoy todavía andan paciendo por el bosque y por el llano.
[END OF DOCUMENT].	[END OF DOCUMENT].
[NEW_DOCUMENT: DOCid=13, lang=nah, DOCNAME=CIZUANTON HUAN YOLCATL ].	[NEW_DOCUMENT: DOCid=13, lang=spa, DOCNAME= LA DONCELLA Y LA FIERA ].
CIZUANTON HUAN YOLCATL .	LA DONCELLA Y LA FIERA .
Oyeya cente puchtecatl oquipiaya yeyi ipilhuan zuantoton, cosa cuacualtzitzin.	Éste era un mercader [que] tenía tres hijas mujercitas, muy lindas.
Nochipa cuac oyaya tlanamacatin oquintlahtlaníaya tlenon oquinequía quinhualiquiliz; nochipa oquihtlaniliaya cecente itlaquen cuacualtzitzin.	Cada vez que iba a vender les preguntaba qué cosa querían [que] les trajese, [y] siempre le pedía cada una un traje muy bonito.
Cecpa, inon oc achi tzitziquitzin, yocmo oquinec hualiquiliz itlaquen, zan oquihtlanili cente xochitl.	Una vez, la menor ya no quiso [que] le trajese su vestido; solamente le pidió una flor.
Niman puchtecatl oya otlanamacato.	Luego el mercader se fue a hacer sus negocios.
Oipan yohuac ipan ohtli cuac oquitac cente tlatlahuilli omotaya huehca; inin oya ic ompa canin oyeya tlatlahuilli; oacito ompa; open tlatlapaloa huan nian aquin oquinanquiliaya; ocalac ictic cente cahuayocalli huan oquitac: oyeya miac ca/tw<ryotlacualli.	Le anocheció en el camino [y] entonces vio una lucecita [que] brillaba a lo lejos; se dirigió hacia donde estaba la lucecita; [cuando] llegó [a la casa] saludó y [en vista de que] nadie le contestaba, entró a una caballeriza y vio [que] había mucho forraje para caballos.
Niman inin yocochmiquía; open quitemoa canin cochiz huan oquihto: —Tía acá huallaz, nictlaxtlahuiliz tlenon yoquicuah nocahuayo.	Luego le entró sueño [y] diose a buscar [un lugar en] donde acostarse, diciendo: —Si alguno viniese, le pagaré lo que haya comido mi caballo.
Niman inin yoyaya motecaz imán oquittac cente tlatzacualli otlapohtaya; ocalac huan oquinextito miac tlacualli; open tiotlac tlacua.	Ya [estaba a punto de] acostarse [en el suelo], cuando vio una puerta abierta; entró [por ella] y encontró [una sala con] mucha comida.
Inin imán yotlacua, oc cepa yotlacua, oc cepa yoquinequía motecaz, cuac oquittac oc cente tlatzacualli; tlapohtica, oc cepa ocalac; oquittac cente tlapechtli cuahcualli.	Empezó a cenar. ~~~ En cuanto comió, pensó de nuevo en acostarse, y entonces vio otra puerta abierta. ~~~ Entró por ella [y] vio una cama muy bonita.
Zan oquihto ictic iyollixco omotlahtlani: —Tlenon nopan nochihua?	Se preguntó a sí mismo: —¿Qué es lo que me pasa?
Niman omotecac; omomahmalli; nochi itzotzoma oquitlali ipan cente icpaltontli.	En seguida se acostó, se desnudó [y] puso toda su ropa sobre una sillita.
Niman inin omotecac. ~~~ Yocmo oc cepa oízac.	Acostóse y se durmió tranquilo.
Moztlatica oízac; oquitemoaya itzotzoma zolhtic; yocmo onez; oquittac: ompo oyeya cente cuacualli tzotzomahtli.	A la mañana siguiente, cuando despertó, buscó sus vestidos viejos [y] ya no parecieron; en cambio vio que había allí un traje muy bonito.
Ornen huan omaqui inon tzotzomahtli yancuic.	Se levantó y se puso aquel traje nuevo.
Yoyaya, imán oquittac tlacualolhtlapechtli; open omacehuía; otlaque huan ayac oquittaya.	Ya se iba, [y] entonces vio una mesa puesta; sentóse a comer, y acabó de comer y no veía a nadie.
Nin open quihtoa: —Axan nehua ye niah huan nicmaca miac tlazohcamachiliztli.	Empezó a decir: —Ahora yo ya me voy y doy muchas gracias.
Niman yoquiztaya, imán oquitac miac xochime otocataya; oquilhnamic cuiquiliz iconen cente xochitl quihtoa: —Nehuatl niah nictequiz cente xochitl.	Cuando salía, vio muchas flores sembradas [y] recordó [que debía] llevar a su hija una flor; [entonces] dice: —Yo voy a cortar una flor.
Imán yoquitec oquiztiquiz cente yolhcatl huan open quihcahuatza, quilhuía: —Axan niah timitzcuaz.	En cuanto la cortó, vio salir una fiera que empezó a amenazarlo diciéndole: —Ahora te voy a comer.
Oquito puchtecatl: —Amo xi nechcua, tía xiquitta, nehua onictec inin xochitl zan onechilhui no conen nichuiquiliz cente xochitl.	[Entonces] le dijo el mercader: —No me comas; mira: yo corté esa flor sólo [porque] me dijo mi hija [que] le llevara una flor.
90Quilhuía yolhcatl: —Ma amo timitzcuaz tía ticonanatin mo conen: ipan yeyi tonalhtin ye nican tica, tlamo tihuallaz ipan yeyi tonalhtin, timitzanatin huan timitzcuaz.	91Dícele la fiera: —No te comeré si vas a traer a tu hija; dentro de tres días ya estarás aquí; si no vinieses dentro de tres días, iré a buscarte y te comeré.
Oya puchtecatl; oacito ichan; oyolhmamantaya; quitlahtlanía cizuonton inon ocachi tzitziquitzin quilhuía: —Tlenon mitzmaca?	Fuese el mercader; llegó a su casa; iba muy triste; le pregunta la muchacha más pequeña: —¿Qué te pasa?
Itlah mitzcocoa?	¿Te duele algo?
Itlah oticpolo?	¿Has perdido alguna cosa?
Xi nechilhui.	Dímelo.
Oquihto: —Nococonen, nian amo nicnequi timitzilhuiz; tía xiquitta, onicalaquito ictic cente calli, Open quinonotza quenin ipan mochi quilhuía: —Tehua ontinechilhui man timitzhualiquiliz cente xochitl: onictequito huan ocualan yolhcatl onechilhui tía amo timitzhuicaz, nechcuaquin.	Le contestó: —Hija mía, no quisiera decírtelo; mira: fui a entrar a una casa, —[y] comenzó a contarle lo que le pasó, diciéndole: "Tú me dijiste que te trajera una flor; la fui a cortar y se enfureció la fiera [y] me dijo [que] si no te llevaba, vendría a comerme."
Oquihto cizuanton: —Tiohue man techcua tonehuan.	[Entonces] le dijo la doncella: —Vamos a que nos devore juntos.
Oyahque; oacito huan ayac oquittaya.	Se fueron, llegaron y no la vio.
Opanoque miac tonalhtin quilhuía itata: —Axcan tiah timitzcahuaz, nian niquimittatin mocnihuan.	Se pasaron muchos días [y] le dijo su papá: —Ahora voy a dejarte, voy a ver a tus hermanas.
Oquicahten icecelton huan inin cizuanton oquitlapatiliaya momoztla itlaquen huan amo oquimatia aquin oquitlapatiliaya.	La dejó sólita, y todos los días le cambiaban de vestido a aquella doncella, y no sabía quién se lo cambiaba.
Niman imán yopanoque miac tonalhtin open cuicaqui quilhuía: —Cualli cizuanton nehua nicnequi nitlacuaz ca tehuatl.	Cuando habían pasado muchos días, comenzó a oír [que] le decían: —Hermosa doncella, yo quiero comer contigo.
Inon oquicaquia itzintla cuahtlatzacualli.	Tal oía [decir] debajo de la puerta de madera.
Inin cizuanton open mamana huan yoquinequia yaz quimittatin itata ca icnihuan.	Aquella doncella comenzó a afligirse y quería ir a ver a su papá y hermanas.
Imán ce tonalli, zan oc huatzinco ornen, oquittac: ompaca cente amatlahcuilolli canin oquilhuitaya inon yolhcatl man huia ichan man quimittati icnihuan ca itata; noihqui oquilhuitaya ipan itzoncuac oyeya cente cuahcuahuitl: Tía ticnequi tiaz, zan xi quehtzoma inin cuahcuahuitl huan niman mitzhuicaz mochan; noihqui niman tihuallaz ipan yeyi tonalhtin; tía amo tihuallaz ipan yeyi tonalhtin, tinechnextitin yonicic.	Un día se levantó muy de mañana y vio que allí estaba una carta en que le decía la fiera que fuese a su casa a ver a sus hermanas y a su papá, y también le decía [que] encima de su cabecera había una varita. —Si quieres ir, muerde nada más esa varita y en seguida te llevará a tu casa; así también volverás dentro de tres días.
Mellahuac, zan oquiquehtzoma inon cuahcuahuitl imán oquittac, oyeya ca itata huan ca icnihuan.	Si no vinieses dentro de tres días, me encontrarás ya muerto.
Niman icnihuan amo oquicahque mocuepaz ipan yeyi tonalhtin huan imán omocuep yolhcatl yomic.	Y, de veras, apenas mordió aquella varita, en seguida se vio con su papá y hermanas.
Niman open choca cizuonton; open quixayacapetzoa, quilhuía:—Tleca otimic cualli yolhcatl.	Después, sus hermanas no la dejaron regresar a los tres días, y cuando regresó, la fiera ya había muerto.
Ihqui oquilhuitaya cuac ocochmic; niman otlatemic nelli oquilhui yolhcatl: —Xictequi cente xochitl huan tinechchichipiniliz ipan noixcuac inon atzintli quipia xochitl.	
Niman oizac huan oquitequito xochitl huan oquichichipinili ipan ixcuac, niman omehtiquiz inon yolhcatl huan omocuep cente pilhtontli cuacualtzin huan omozuahtique.	Entonces la doncella se echó a llorar y a acariciar la cara [a la fiera], diciendo: —¿Por qué moriste, fiera bondadosa?
[END OF DOCUMENT].	Así diciendo quedóse dormida [y] entonces soñó que le decía la fiera:Publicado en Ethnos, con el título "Cizuonton van Yolhcatl" [END OF DOCUMENT].
[NEW_DOCUMENT: DOCid=14, lang=nah, DOCNAME=PILTONTLI AMO OTETLACAITAYA ].	[NEW_DOCUMENT: DOCid=14, lang=spa, DOCNAME= EL MUCHACHO DESOBEDIENTE ].
PILTONTLI AMO OTETLACAITAYA .	EL MUCHACHO DESOBEDIENTE .
Nelli oyeya cente piltontli amo otetlacaitaya; nochipa itahuan oquilhuiaya icuac cana yaz man moixota, zan oquiquiztinemía ica ixtlahuapa ocuacuapiaya huan icuac amo ocuacuapiaya huan icayan, oyeya omaahuiltiaya inca icpac tepetl, ica tlatzalan, ica itic atlatin, icuac amo oquipiaya tequitl zan oquizaya.	Era una vez un muchacho que no obedecía; siempre sus padres le decían que se cuidase cuando fuera a alguna parte. ~~~ Cada vez que salía al campo a cuidar los bueyes y cuando no cuidaba el ganado, y tenía lugar, se iba a jugar a los cerros, por los valles, por las barrancas; cuando no tenía trabajo, nada más salía.
Zan id cecpa oquilhuique: —Tiehue timitzilhuizque totlazo conen, ximoixoti, ame cana tiquinnamiquitin ehecame huan moca mahuitl tizque. —Tlen yyolcayouan inon ehecame? —Qui!	Por fin le dijeron: —Te vamos a decir, hijo querido, que te cuides, no sea que en alguna parte topes con los aires y jueguen contigo. —¿Qué clase de animales son esos aires? —Que los Aires no son animales; esos aires se respetan. —Por eso, díganme ustedes cómo son, que yo no los conozco. —Oye lo que te voy a decir: los aires son bonitos, se visten como danzarines, tienen muchos vestidos; a veces se cambian los vestidos cuando quieren.
Amo yolcame inon ehecame; inon ehecame motlacaitani. —Nozo xinechmolhuilican quename yehuan, nehuatl amo niquimixmati. —Xiccaqui tlen tía timitzilhuiz: inin ehecame cuacualtzitzin, yeica motlaquentía que cente únelo, quipía miac tlaqueme, quemanian qumpaüa Üaqueme in icuac quinequi; quemanian ye otiquittac nin tototl itoca huitzilin non iquequecuayo huele tonal pepetlaca iquión tetica cuacualtzin, inime noiqui, iquion mo tlaquentiani huan yatinemi yohualli, intonalli; ye ticcaqui iquion ica moyectlaquentíani huan cuacualtzintzin; noíquion ica amocualli tlaca tecamahuiltiani. —Huan, que icanica niquínnextiz? —Ahuelli timitzilhuiz, ca nin tía tiquintemotin, zace amo tiquinnextiz, zan icuac yehuan quinequi mixtía.	¿Ya has visto ese pájaro que se llama chuparrosa, es así muy bonito? ~~~ Estos lo mismo así se visten y andan de noche y de día; ya oyes, así es como se visten muy bien y muy bonitos, y así, como también son malos, se burlan de uno. —¿Y por dónde los encontraré? —No podré decirte por dónde; si los vas a buscar de por sí no los encontrarás; nada más cuando ellos quieren se avistan; ya te dije: los aires no se ven y en lugares muy lóbregos se avistan y son como muñequitos; a veces se esconden, algunas veces están jugando o corriendo; y si algo vas comiendo cuando pases, les participarás. —Por eso si los veo les participaré y si no, no. —Aunque no los veas, si pasas la barranca les dejarás una pequeña parte, o sea que les pases a convidar, y si alguna cosa vas comiendo y no les participas, alguna vez llegarás con un tafetán en la boca aquí, y si nada más vas pasando y te ven, desearán, y si no les dejas convidado, de por sí te pegarán en la cara, o sea que te den jiote, y así es como juegan con uno. —Entonces ahora ya sé: cuando vaya a alguna parte me cuidaré; cuando pase por alguna parte llevaré dentro de mi bolsa tortillas y fruta y así nunca me harán nada.
Ye otimitzilhui: ehecame amo mota huan canin amo cuacualcan mixtía, quename coconeme; quemanian modada, quemanian mahuiltiticate tlahuaticate; huan tía itla ticcuati, icuac tipanoz tiquintlacotoniz. —Nozo tía niquimittaz niquintlacotoniz huan tlamo, amo. —Mazquiamo tiquimittaz, huan tatlapanoz ticquintlacotonitehuaz onoce, tiquintlacotonitiquizaz.	107—Así, siempre cargarás lo que tengas que regalarles; lo que has de hacer es cargar siempre cigarros, eso es buen remedio, ahuyenta a los aires. ~~~ Y así, cuando salía a alguna parte compraba como dos, o parece que tres cajas de cigarros y dos de cerillos. ~~~ Y como siempre se iba, una vez salió y se fue a leñar por dentro de la barranca y entonces no se acordó de comprar cigarros.
Tía itla ticuati huan amo tiquinmacaz quemanian ticalaquiquin ye omitzcamatlatzinique, huan tía zan tipanoti huan mitzitilizque huan tía amo tiquintlacotonitehuaz, zace mitzxayacatlatzinizque, onoce mitzxiomacazque; huan iquion ica maniltía ica ce. —Oya axa ye nicmati icuac cana niaz notlatlachialliz zanque 106cana nía nipanoz nicuicaz itic no poxa tlaxcalli, xochicualli, huan iquion ayic itla nechchihuilizque. —Iquión nochipa ticmamatinemiz tlen tiquintlacoliz, tlen ticchihuaz nochipa ticmamatinemiz tempitze amatlamatelolli, inon ne ce cualli patli, quinchololtia ehecame.	Llegó dentro de la barranca, dizque comenzó a leñar y olvidó con qué amarrar su leña. —Ahora voy a cortar bejuco para amarrar mi leña. ~~~ Entró por dentro del marañal y se fue a encontrar los gallitos; comenzó a cortar y comer y guardaba dentro de su bolsa, y cuando hizo remolino fue cuando se acordó que ahí dentro de ese breñal, por su izquierda vio una cueva, y luego dijo: —Aquí han de vivir los aires.
Huan iquion icuac cana oquizaya oquinmocohuiaya cana orne onoce yei caxa tempitze amatlamatelolli, huan orne caxatin tletlazaloni.	Luego se espantó, se puso pálido, ya no sabía qué hacer y se decía entre sí: "Si salgo corriendo me han de oír y me maltratarán; y si despacio me voy, me tardaré y de por sí me verán."
Huan que nochipa oyatinemía cecpa nelli oquiz oya ocuacuahuito ica itic atlaco, huan imanon amo oquilnamic orno cohuiani tempitze ama tlamatelolli ocalaquito itic atlatli nelli open cuacuahui huan oquilcan tlenica quilpiz icua quitohua axan nía nic tequiz temecatl ica niquilpiz cuahuitl ocalac ica itic tlacoyo huan oquin nextito tetequihuatin open, quintequi quincua huan occequin oquen yeyantitaya itic y poxa imán ochcamálacoc imanon oquilnamictetz ompon itic inon tlacoyo ica y opochtitla oquittac cente tepetlaoztotl huan niman oquitto. —Nican chantizque ehecame: Niman omocamic oxayaca iztalen ayecmo oquimatia tlen qui chilhuaz huan omolhuiaya zan yelhuatl tía niquiztiquizaz nechcaquizque huan nechhuitequizque huan tlazan cualli ni yayataz ni huecahuaz huan zace nech ittazque oquicacque itic oztotl otlalpitzaya ehecatl, oquitohuaya in piltontli. —Ye huitze ehecame ye hual tzicuini oquicaquía que melac maictin ohuatl tzicuinia que acá ye oyaya quiquitzquiz on quiztiquiz tic tlacoyo zan moca tzicuinia ica non otzicuinia orno quech ilpitiquiz ica centetl emecatl huan omoca mictihuetz ohuetzito ompon omocan.	Oyó que dentro de la cueva soplaba el aire y decía el muchacho: —Ya vienen los aires, ya vienen corriendo, y oía que de veras muchos venían corriendo; parece que alguno lo quería coger. ~~~ Salió corriendo asustado dentro del breñal; de la carrera que llevaba se pasó a lazar del cuello con un bejuco que llevaba y se privó; cayéndose, ahí se quedó.
Ichan ye mocamiqui amo neci te conen ye ohuecahueto opeque mo netechtlatlani. —Tle amo anconittaque no pilton? —Amotla onech onilhui oya zan ica itic calmilli. —Hueliz ye oya ica itic atlatli nonantzin xicmotemoliti hueliz ompa yez hueliz itla ipan ye omochin ye ocon moca mictique ehecame ximotzicuiniti ximotiliti.	En su casa se asustaron de ver que no aparecía su hijo. ~~~ "Ya se dilató", decían, y empezaron a preguntar: —¿Qué no han visto mi muchacho? —No, si me dijo que no más iba dentro del corral. —Puede que se haya ido por dentro de la barranca, señora; vaya a buscarlo, puede ser que ahí esté y algo le ha sucedido; lo asustarían los aires, corra usted a verlo.
Niman oquixohuatin cihuapa oquitemoto ica itic atlatli.	Luego salió la mujer y fue a buscarlo por dentro de la barranca.
Melac oquinextito ompa tilantoc in te conen; opehuihuac moca tzatzihua chocoa ya ye oquimixtique ehecame huan nican hueliqui quichichina tetempitze amatlamatelolli.Oecoque tlamamaque huan ocuicaque ichan niman oquinotzato tepati man quittaqui in te pilton ye omoehecahui man quipatiqui.	De veras lo encontró que ahí estaba atado su hijo; empezó a gritar de miedo y a llorar, pues ya lo habían muerto los aires, y aquí recio fumaba el cigarro.
Ohuala tepati huan niman opeuh quipatía oquitzetzelo itic cente ayatl oncan oquipatzo ipan ite oqui itique axixtli (apiaztli), huan occequipa tli oca alahuilique moztlatica zan ocuatzin co yeoquitato occepa in te pati. —Quilhuía que tamía que otlitlathuitl? —Cualli ximocalaqui.	Llegaron los cargadores y se lo llevaron a su casa; luego fueron a llamar a la curandera, que venga a ver a su muchacho, ya se enfermó de aires, y que lo venga a curar.
