[NEW DOCUMENT 03/31/23 SP:06:05:a GN:10:47:a]	[NEW DOCUMENT 03/31/23 SP:06:05:a GN:10:47:a]
Paraguái Ñe’ẽnguéra Sãmbyhyhára (PÑS), Ladislaa Alcaraz de Silvero, rendápe ou Ushida Shizuru, mboʼehára Japón-gua oĩva ñane retãme ojeporekávo ñañe ñeʼẽkõi ñehekomboʼe rehe, koʼýte guarani ñe’ẽ rehegua marandu.	La ministra de la Secretaría de Políticas Lingüísticas (SPL), Ladislaa Alcaraz de Silvero, recibió en su despacho la visita de Ushida Shizuru, catedrática japonesa que está en el país interesada en recabar informaciones sobre la educación bilingüe del Paraguay, y más específicamente sobre el guaraní.
[NEW DOCUMENT 09/02/22 SP:05:48:a GN:05:53:a]	[NEW DOCUMENT 09/02/22 SP:05:48:a GN:05:53:a]
PÑS sãmbyhyhára oñe’ẽ Universidad de Campinas-pe.	Ministra de SPL disertó en evento de la Universidad de Campinas.
Paraguái Ñe’ẽnguéra Sãmbyhyhárape (PÑS), Ladislaa Alcaraz de Silvero, oipepirũ ohesa’ỹijo hag̃ua kuaapy ñe’ẽnguéra rehegua Universidad Estadual de Campinas (Brasil) ha Consulado General del Paraguay, San Pablo-pe, ohesa’ỹijo hag̃ua kuaapy ñe’ẽnguéra rehegua hérava “Situación lingüística del Paraguay en toda su diversidad”.	La ministra de la Secretaría de Políticas Lingüísticas (SPL), Ladislaa Alcaraz de Silvero, fue invitada por la Universidad Estadual de Campinas (Brasil) y el Consulado General del Paraguay en San Pablo para disertar sobre la “Situación lingüística del Paraguay en toda su diversidad”.
Ko mba’e oiko tembipurupyahu rupive ha omoirũ mburuvicha Brasil ha Paraguaigua, mbo’ehára ha temimbo’e, ha ambueve.	La conferencia magistral se desarrolló de manera virtual y contó con la presencia de autoridades de la universidad y de Paraguay, así como de estudiantes, académicos, entre otros.
[NEW DOCUMENT 09/01/22 SP:10:23:a GN:10:28:a]	[NEW DOCUMENT 09/01/22 SP:10:23:a GN:10:28:a]
PÑS ohesa’ỹijo guarani tuicha mba’eha heta Tesãi mba’apohára rovake.	SPL brindó charla a funcionarios de Salud sobre importancia del guaraní.
Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS) ohesa’ỹijo ko arapópe tembipurupyahu rupive kuaapy hérava “Implicancias del uso de la lengua guaraní en la función pública y en el ámbito de la salud, según la Ley 4251/10, De Lenguas”.	La Secretaría de Políticas Lingüísticas (SPL) ofreció este jueves un conversatorio virtual sobre las “Implicancias del uso de la lengua guaraní en la función pública y en el ámbito de la salud, según la Ley 4251/10, De Lenguas”.
Kóva ombyaty umi tapicha omba’apóva Sistema de Atención a los Usuarios (SAU) ryepýpe, Tesãi ha Tekoporãverã Motenondeha pegua.	La actividad fue dirigida a funcionarios del Sistema de Atención a los Usuarios (SAU) del Ministerio de Salud Pública y Bienestar Social (MSPyBS).
[NEW DOCUMENT 08/31/22 SP:11:25:a GN:11:28:a]	[NEW DOCUMENT 08/31/22 SP:11:25:a GN:11:28:a]
PÑS omoñepyrũ Yguasúpe Ypykuéra Ñe’ẽita Pa Ary.	La SPL presentó en Yguazú el Decenio de Lenguas Indígenas.
Paraguái péina omoñepyrũma ko ararundýpe Ypykuéra Ñe’ẽita Pa Ary Yvy Ape Ári (Decenio Internacional de las Lenguas Indígenas, DILI 2022-2032), oñeha’ãpotávo ombohape apopyrãnguéra oykekokuaátava umi 19 ypykuéra ñe’ẽ teépe ñane retãme.	Paraguay realizó este miércoles el lanzamiento oficial del Decenio Internacional de las Lenguas Indígenas (DILI, 2022-2032) a fin de construir y ejecutar los planes y proyectos favorables a las 19 lenguas indígenas existentes en el país.
Ko aty oiko Centro de Interpretación – Circuito Vivencial del Mundo Guaraní de Yguazú (Alto Paraná tavusúpe) ha omoirũ heta tetã mburuvicha ha ypykuéra aty peguakuéra, taha’e mbya ha ava guarani, ha avei maká.	El evento tuvo lugar en el Centro de Interpretación – Circuito Vivencial del Mundo Guaraní de Yguazú (departamento de Alto Paraná) y contó con la presencia de altas autoridades nacionales y locales, así como de miembros de los pueblos indígenas mbyá y avá guaraní, y del pueblo maká.
[NEW DOCUMENT 08/29/22 SP:06:52:a GN:06:55:a]	[NEW DOCUMENT 08/29/22 SP:06:52:a GN:06:55:a]
Oñemoñepyrũtama Ypykuéra Ñe’ẽ Pa Ary, Alto Paranáme.	Presentarán el Decenio de Lenguas Indígenas en el Este.
Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS) ombosako’i aty guasu oñemoñepyrũtahápe Ypykuéra Ñe’ẽita Pa Ary Yvy Ape Ári (Decenio Internacional de las Lenguas Indígenas, DILI 2022-2032), Región Oriental-pe, oikótava ko ararundýpe, 31 jasypoapýpe, 9:00 aravo guive, Centro de Interpretación – Circuito Vivencial del Mundo Guaraní, Yguasúpe, (Alto Paranáme).	La Secretaría de Políticas Lingüísticas (SPL) organiza el evento de lanzamiento del Decenio Internacional de las Lenguas Indígenas (DILI, 2022-2032), Región Oriental, previsto para este miércoles 31 de agosto, a partir de las 9:00, en el Centro de Interpretación – Circuito Vivencial del Mundo Guaraní de Yguazú (departamento de Alto Paraná).
[NEW DOCUMENT 08/24/22 SP:07:09:a GN:07:12:a]	[NEW DOCUMENT 08/24/22 SP:07:09:a GN:07:12:a]
Oñembojopóita Rohayhu Che Ñe’ẽ heta guarani rayhuhárape.	Entregarán trofeo Rohayhu Che Ñe’ẽ a promotores de la lengua guaraní.
Ojoajúvo Guarani Ñe’ẽ Ára rehe ha guarani ñe’ẽ arapokõindy ñemomorã ogueroguatáva Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS) ryepýpe, ko’ẽrõ arapópe, 25 jasypoapýpe oikóta aty guasu oñembojopoitahápe Rohayhu Che Ñe’ẽ, 2022 ary peguáva, heta guarani rayhuhára ha akóinte omyasãivape ko ñe’ẽ opa hendárupigua.	En coincidencia con el Día del Idioma Guaraní y en el marco de la semana de la lengua guaraní impulsada por la Secretaría de Políticas Lingüísticas (SPL), mañana jueves 25 de agosto se llevará a cabo el acto de entrega del trofeo Rohayhu Che Ñe’ẽ, edición 2022, a promotores de la lengua guaraní de diferentes ámbitos de la sociedad.
Aty oñepyrũta 10:00 aravo ramo, ha oikóta Biblioteca y Archivo Central del Congreso de la Nación kotýpe (Río Aquidabán ha Río Ypané rapépe, Paraguay távape).	La actividad será desarrollada a partir de las 10:00 en la Biblioteca y Archivo Central del Congreso de la Nación (Río Aquidabán y Río Ypané, ciudad de Asunción).
[NEW DOCUMENT 08/19/22 SP:10:49:a GN:10:54:a]	[NEW DOCUMENT 08/19/22 SP:10:49:a GN:10:54:a]
PÑS ha Facultad Politécnica omboheraguapy ñoñe’ẽme’ẽ.	SPL y la Facultad Politécnica firmaron convenio de cooperación.
Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS) ha Facultad Politécnica, Universidad Nacional de Asunción pegua (FP-UNA), omboheraguapy ñoñe’ẽme’ẽ ko arapoteĩme ohapereka hag̃ua kuaapy ha tembipurupyahukuéra ñe’ẽnguéra rehegua oĩva, oñemombaretepotávo mokõive ñane retã ñe’ẽ tee ha avei ñe’ejoparaeta oĩva Paraguáipe.	La Secretaría de Políticas Lingüísticas (SPL) y la Facultad Politécnica de la Universidad Nacional de Asunción (FP-UNA) sellaron este viernes un acuerdo de cooperación interinstitucional para estimular una cooperación científica y tecnológica más estrecha en el ámbito lingüístico, de manera de fortalecer el bilingüismo oficial y el multilingüismo nacional.
[NEW DOCUMENT 08/19/22 SP:09:28:a GN:09:32:a]	[NEW DOCUMENT 08/19/22 SP:09:28:a GN:09:32:a]
Ko arakõime oñepyrũta guarani ñe’ẽ arapokõindy, Rohayhu Che Ñe’ẽ.	Este lunes arranca la semana de la lengua guaraní, Rohayhu Che Ñe’ẽ.
Ko arakõi oúvape, 22 jasypoapy guive, 26 meve, oiko jeýta Rohayhu Che Ñe’ẽ, ñehenói guasu ombosako’íva Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS), heta ambue temimoĩmby ñepytyvõme, oñeha’ãva omoherakuã porã, omoasãi ha omomba’eguasu jey guarani ñe’ẽ, tetã ñe’ẽ tee ha ojepuruvéva háicha ñande rekoha rupi.	Desde este lunes 22 al 26 de agosto, se llevará cabo la novena edición de Rohayhu Che Ñe’ẽ, campaña nacional promovida por la Secretaría de Políticas Lingüísticas (SPL), con el apoyo de varios sectores de la sociedad, que busca la promoción, revalorización, difusión, y concienciación sobre el valor y la importancia del guaraní, lengua oficial y mayoritaria de la población paraguaya.
[NEW DOCUMENT 08/18/22 SP:07:29:a GN:07:36:a]	[NEW DOCUMENT 08/18/22 SP:07:29:a GN:07:36:a]
Tembiaporã’aty Rohayhu Che Ñe’ẽ 2022 rehegua.	Agenda de actividades de la campaña Rohayhu Che Ñe’ẽ 2022.
Ág̃a 22 jasypoapy guive, 26 meve, oiko jeýta Rohayhu Che Ñe’ẽ, ñehenói guasu ombosako’íva Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS), heta ambue temimoĩmby ñepytyvõme, oñeha’ãva omoherakuã porã, omoasãi ha omomba’eguasu jey guarani ñe’ẽ, tetã ñe’ẽ tee ha ojepuruvéva háicha ñande rekoha rupi.	Del 22 al 26 de agosto será la novena edición de Rohayhu Che Ñe’ẽ, campaña nacional promovida por la Secretaría de Políticas Lingüísticas (SPL), con el apoyo de varios sectores de la sociedad, con la que se busca la promoción, revalorización, difusión, y concienciación sobre el valor y la importancia del guaraní, lengua oficial y mayoritaria de la población paraguaya.
[NEW DOCUMENT 08/16/22 SP:08:12:a GN:08:14:a]	[NEW DOCUMENT 08/16/22 SP:08:12:a GN:08:14:a]
Oñembosako’i Rohayhu Che Ñe’ẽ 2022, ñehenói guasu guaraní oñemomorã hag̃ua.	Organizan Rohayhu Che Ñe’ẽ 2022, campaña que promueve el uso del guaraní.
Ág̃a 22 jasypoapy guive, 26 meve, oiko jeýta Rohayhu Che Ñe’ẽ, ñehenói guasu ombosako’íva Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS), heta ambue temimoĩmby ñepytyvõme, oñeha’ãva omoherakuã porã, omoasãi ha omomba’eguasu jey guarani ñe’ẽ, tetã ñe’ẽ tee ha ojepuruvéva háicha ñande rekoha rupi.	Del 22 al 26 de agosto será la novena edición de Rohayhu Che Ñe’ẽ, campaña nacional promovida por la Secretaría de Políticas Lingüísticas (SPL), con el apoyo de varios sectores de la sociedad, que busca la promoción, revalorización, difusión, y concienciación sobre el valor y la importancia del guaraní, lengua oficial y mayoritaria de la población paraguaya.
[NEW DOCUMENT 08/16/22 SP:06:57:a GN:07:03:a]	[NEW DOCUMENT 08/16/22 SP:06:57:a GN:07:03:a]
PÑS sãmbyhyhára omoirũ ñe’ẽasa rehegua tekombo’e ñemohu’ã.	Ministra de la SPL acompañó clausura de taller de traductología.
Upe arateĩ ohasava’ekuépe, 35 temimbo’e omohu’ã Taller de Traductología, ipukuvakuri 8 jasy ha ogueroguatava’ekue Avañe’ẽ Kuaareka Aty (AKA).	El pasado domingo, 35 estudiantes culminaron un Taller de Traductología, que tuvo una duración de 8 meses y fue impartido por Avañe’ẽ Kuaareka Aty (AKA).
Paraguái Ñe’ẽnguéra Sãmbyhyhára (PÑS), Ladislaa Alcaraz de Silvero, omoirũ ko aty, oikova’ekue Cooperativa 31 de Marzo rógape, Luque távape.	La ministra de la Secretaría de Políticas Lingüísticas (SPL), Ladislaa Alcaraz de Silvero, estuvo como invitada en el acto de clausura, que tuvo en la sede de la Cooperativa 31 de Marzo, de la ciudad de Luque.
[NEW DOCUMENT 08/11/22 SP:10:23:a GN:10:29:a]	[NEW DOCUMENT 08/11/22 SP:10:23:a GN:10:29:a]
Iñe’ẽngúva ñe’ẽ léi ñemohenda ombyaty heta tapichápe.	Reglamentación de la Ley de Lengua de Señas reunió a sectores de interés.
Ko arapópe ojojuhu tembipurupyahu rupive Subcomisión de Información, Comunicación y Lengua de Señas peguakuéra, oĩva Comisión Nacional por los Derechos Humanos de las Personas con Discapacidad (Conadis) ryepýpe, taha’e tetã remimoĩmby guive térã tapicha’aty omono’õva umi ikatupyry ambuévape térã umi omba’apóva herapekuérape. Ohesa’ỹijo paha hikuái apopyrã omohendaséva Léi 6530/20 “Que otorga el reconocimiento de la lengua de señas paraguaya”.	Este jueves se concretó la sesión extraordinaria virtual de la Subcomisión de Información, Comunicación y Lengua de Señas de la Comisión Nacional por los Derechos Humanos de las Personas con Discapacidad (Conadis), que reunió a las instituciones públicas y organizaciones de y para personas con discapacidad, con el objetivo de proseguir con el análisis y últimos ajustes del proyecto de reglamentación de la Ley 6530/20 “Que otorga el reconocimiento de la lengua de señas paraguaya”.
[NEW DOCUMENT 08/11/22 SP:03:30:a GN:03:47:a]	[NEW DOCUMENT 08/11/22 SP:03:30:a GN:03:47:a]
PÑS rekove omboty 11 ary.	La SPL cumple 11 años de vida institucional.
Ko árape, 11 jasypoapy, 2022 arýpe, ojapo 11 ary heñói ypyhague Paraguái Ñeʼẽnguéra Sãmbyhyha (PÑS).	Hoy, 11 de agosto del 2022, se cumplen 11 años del comienzo de la vida institucional de la Secretaría de Políticas Lingüísticas (SPL).
Kóva okoʼẽrechavaʼekue oñemoĩrõguare isãmbyhyhára tenonderãiteguápe, Carlos Villagra Marsal, Apoukapy ipapapýva 7099 rupive, upe 11, jasypoapýpe, 2011 arýramo, ha upéicha haʼe oisãmbyhy ñepyrũ ko tetã remimoĩmby ha oñemba’apo Paraguái ñe’ẽnguéra rehe.	Esta nace con el nombramiento del primer ministro-secretario, Carlos Villagra Marsal, por Decreto N° 7099 del 11 de agosto del 2011, quien asumió el desafío de liderar el proceso de instalación de la secretaría y el andar de sus primeros pasos en la gestión de lenguas en el Paraguay.
[NEW DOCUMENT 08/10/22 SP:04:05:a GN:04:13:a]	[NEW DOCUMENT 08/10/22 SP:04:05:a GN:04:13:a]
PÑS oykeko Uncan-pe ñe’ẽ jepurúpe.	Unican recibió asistencia técnico-lingüística de la SPL.
Ñeʼẽ Rapeʼapo Moakãhapavẽ, Paraguái Ñeʼẽnguéra Sãmbyhyha (PÑS) guive, mbaʼapoharakuéra oipytyvõ ko araapýpe ñeʼẽ jepurúpe mboʼehaovusu Universidad Nacional de Canindeyú (Uncan) mburuvicha ha mbaʼapoharakuérape.	Técnicos de la Dirección General de Planificación Lingüística de la Secretaría de Políticas Lingüísticas (SPL) brindaron este martes una jornada de acompañamiento técnico-lingüístico a autoridades y funcionarios de la Universidad Nacional de Canindeyú (Unican).
Péicha oñeñeha’ã oñemombarete opa mba’e ojejapóva ojejúvo ko mbo’ehaovusu guive Léi 4251/10, Ñe’ẽnguéra Rehegua, ñemoañete rehehápe, ko’ýte guarani jepuru añetépe, ojehai ha oñeñe’enguévo.	Fue con el objetivo de fortalecer las iniciativas de la casa de estudios en el marco de la aplicación de la Ley 4251/10, De Lenguas, y en especial, en el uso oral y escrito de la lengua guaraní.
[NEW DOCUMENT 08/08/22 SP:10:38:a GN:10:47:a]	[NEW DOCUMENT 08/08/22 SP:10:38:a GN:10:47:a]
PÑS omoirũ aty Plan Nacional de la Juventud rehegua.	SPL formó parte de la reunión sobre Plan Nacional de la Juventud.
Paraguái Ñe’ẽnguéra Sãmbyhyhára (PÑS), Ladislaa Alcaraz de Silvero, omoirũ ko arakõime aty oñemoheñoihaguépe Grupo Impulsor, Plan Nacional de la Juventud rehegua, mba’e ogueroguatáva Karia’y ha Kuñataĩ Ykeko Sãmbyhyha (Secretaría Nacional de la Juventud, SNJ), omono’õtava heta temimoĩmbýpe, taha’e tetãmegua ha ipypegua’ỹva, ko’ãva apytépe PÑS avei, ogueroguata hag̃ua hikuái ko apopyrã.	La ministra de la Secretaría de Políticas Lingüísticas (SPL), Ladislaa Alcaraz de Silvero, participó este lunes de la primera reunión para la conformación del Grupo Impulsor del Plan Nacional de la Juventud, iniciativa de la Secretaría Nacional de la Juventud (SNJ), que aglutinará a varios sectores, tanto públicos como privados, entre ellos la SPL, para llevar a cabo la construcción y ejecución del mencionado plan.
[NEW DOCUMENT 08/05/22 SP:11:33:a GN:11:23:a]	[NEW DOCUMENT 08/05/22 SP:11:33:a GN:11:23:a]
Ojejapo ñomongeta guasu Ypykuéra Aty Jasy ryepýpe.	Se realizó conversatorio por el Mes de los Pueblos Indígenas.
Ko Ypykuéra Aty Jasy ryepýpe, oiko ko arapoteĩme ñomongeta guasu hérava “Apoyo al rescate y revalorización de las lenguas indígenas: Experiencia de trabajo con los pueblos Guaná, Manjui y Pãi Tavyterã”, oikóva Biblioteca ha Archivo Central kotýpe, Congreso de la Nación mbaʼévape.	En el marco del Mes de los Pueblos Indígenas, se realizó este viernes el conversatorio presencial “Apoyo al rescate y revalorización de las lenguas indígenas: Experiencia de trabajo con los pueblos Guaná, Manjui y Pãi Tavyterã”, en el salón auditorio de la Biblioteca y Archivo Central del Congreso Nacional.
Omoakã ko aty Mario Samaja, Naciones Unidas moakãhára Paraguáipe; Silvia Morimoto, Programa de las Naciones Unidas para el Desarrollo moakãhára Paraguáipe, ha Paraguái Ñeʼẽnguéra Sãmbyhyhára, Ladislaa Alcaraz de Silvero.	Presidieron el evento Mario Samaja, coordinador residente de las Naciones Unidas en Paraguay; Silvia Morimoto, representante residente del PNUD en el país, y Ladislaa Alcaraz de Silvero, ministra de la Secretaría de Políticas Lingüísticas.
Omoirũ kyre’ỹ avei heta ñande rapicha ypykuérava.	Asimismo, tuvo particular protagonismo la presencia de indígenas de diferentes pueblos.
[NEW DOCUMENT 08/04/22 SP:10:23:a GN:10:28:a]	[NEW DOCUMENT 08/04/22 SP:10:23:a GN:10:28:a]
Conadis aty’i ohesa’ỹijo iñe’ẽngúva ñe’ẽ léi ñembohape.	Subcomisión de Conadis analizó reglamentación de la Ley de Lengua de Señas.
Peteĩ sesión extraordinaria rupive, Subcomisión de Información, Comunicación y Lengua de Señas, oĩva Comisión Nacional por los Derechos Humanos de las Personas con Discapacidad (Conadis) ryepýpe, oñombyaty ko arapópe tembipurupyahu rupive ohesa’ỹijo hag̃ua Léi 6530/20 “Que otorga el reconocimiento de la lengua de señas paraguaya” ñembohape.	En una sesión extraordinaria, la Subcomisión de Información, Comunicación y Lengua de Señas de la Comisión Nacional por los Derechos Humanos de las Personas con Discapacidad (Conadis) se reunió este jueves de manera virtual para analizar el texto borrador de la reglamentación de la Ley 6530/20 “Que otorga el reconocimiento de la lengua de señas paraguaya”.
[NEW DOCUMENT 08/04/22 SP:06:32:a GN:06:37:a]	[NEW DOCUMENT 08/04/22 SP:06:32:a GN:06:37:a]
PÑS omba’apo manjui ñe’ẽ ñeñongatu rehe.	SPL realiza documentación de la lengua manjui.
Mokõi Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS) mba’apohára oje’ói ypykuéra Manjui aty rendápe, Chákope, omba’apóvo hendivekuéra iñe’ẽ teekuéra ñeñongatu ta’agamýi rupive rehe, péva apytépe hembi’u teekuéra apopy, omombe’úva ha’ekueraite voi iñe’ẽ teekuérape, manjui ñe’ẽme.	Técnicos de la Secretaría de Políticas Lingüísticas (SPL) se trasladaron hasta las comunidades indígenas del pueblo Manjui, en el Chaco paraguayo, para registrar en audiovisual contenidos culturales propios del pueblo mencionado, específicamente el proceso de elaboración de comidas tradicionales, que incluye el relato en la lengua propia de los manjui.
