[NEW DOCUMENT 03/31/23 SP:06:05:a GN:10:47:a]	[NEW DOCUMENT 03/31/23 SP:06:05:a GN:10:47:a]
"Técnicos de la Dirección General de Documentación y Promoción de Lenguas Indígenas de la Secretaría de Políticas Lingüísticas (SPL) se trasladaron hasta la comunidad Naranjito Santa Lucía, del pueblo Mbya, con el fin de recabar datos sobre la situación sociolingüística de dicha comunidad indígena para así implementar proyectos que sean beneficiosos a los indígenas del mencionado lugar."	"Ypykuéra Ñe’? Ñeñongatu ha Ñemoasãi Moakãhapav? mba’apoharakuéra, Paraguái Ñe’?nguéra Sãmbyhyha (PÑS) pegua, oje’óikuri tekoha Naranjito Santa Lucía-pe, Mbya atýpe, ha omono’õ hikuái marandu mba’eichaitépa o? ko ypykuéra aty ñe’? reko, ikatu hag?uáicha ojegueroguata hendivekuéra apopyrã ou porãtava chupekuéra."
[NEW DOCUMENT 09/13/22 SP:11:47:a GN:11:49:a]	[NEW DOCUMENT 09/13/22 SP:11:47:a GN:11:49:a]
SPL y Ministerio de la Mujer firman convenio de cooperación.	PÑS ha Kuñanguéra Ykeko Motenondeha omba’apo joajúta.
La Secretaría de Políticas Lingüísticas (SPL) y el Ministerio de la Mujer (MinMujer) firmaron este martes un convenio de cooperación interinstitucional para promover programas y proyectos que apunten a la concreción de acciones consideradas de interés para ambas carteras de Estado.	Paraguái Ñe’?nguéra Sãmbyhyha (PÑS) ha Kuñanguéra Ykeko Motenondeha omboheraguapy ñoñe’?me’? ko araapýpe ha he’i ojupe péicha ogueroguataseha apopyrãnguéra omoañetekuaáva mokõive tetã remimo?mby rembiaporã tee.
"La firma del acuerdo fue presidida por la ministra de la SPL y del MinMujer, Ladislaa Alcaraz de Silvero y Celina Lezcano, respectivamente."	"Ko kuatia omboheraguapy PÑS ha Kuña Ykeko Motenondehára, Ladislaa Alcaraz de Silvero ha Celina Lezcano."
[NEW DOCUMENT 09/13/22 SP:10:52:a GN:10:56:a]	[NEW DOCUMENT 09/13/22 SP:10:52:a GN:10:56:a]
Buscan investigar uso e impacto del guaraní en urgencias pediátricas.	Ojehaperekase guarani jepuru oñeñangarekokuévo mitã rehe tasyópe.
"Autoridades de la Secretaría de Políticas Lingüísticas (SPL) y de la Facultad de Ciencias Médicas de la Universidad Nacional de Asunción (FCM-UNA) se reunieron este martes para conversar sobre la posibilidad de realizar una investigación sobre los pacientes y familiares de la urgencia pediátrica en relación con el uso de la lengua guaraní y de otras lenguas minorizadas y minoritarias del país, ya sean lenguas indígenas, de señas, etc."	"Paraguái Ñe’?nguéra Sãmbyhyha (PÑS) ha mbo’ehaovusu Facultad de Ciencias Médicas, Universidad Nacional de Asunción pegua (FCM-UNA), oñombyaty ko araapýpe ha oñomongeta hikuái ikatuha ohapereka mitã ha ipeh?nguekuéra ojáva urgencia pediátrica-pepa mba’éicha oñeñandu iñe’? oipurúva reheve, taha’e guarani, térã ambueve oñemomich?va, taha’e ypykuéra ñe’?, iñe’?ngúva ñe’?, térã ambueve."
[NEW DOCUMENT 09/13/22 SP:06:16:a GN:06:20:a]	[NEW DOCUMENT 09/13/22 SP:06:16:a GN:06:20:a]
Buscan posicionar Cátedra Guaraní en universidades de la región.	Oñemopyendase Guarani Mbo’epyrã heta tetã mbo’ehaovusúpe.
"Este lunes se concretó, de manera virtual, una reunión de trabajo de los miembros del Consejo Académico de la Cátedra Guaraní de la Asociación de Universidades Grupo Montevideo (AUGM)."	"Ko arakõime, tembipurupyahu rupive, oñombyaty Consejo Académico,"
"La Secretaría de Políticas Lingüísticas (SPL), miembro del consejo, estuvo representada por la directora general de Planificación Lingüística, Celia Beatriz Godoy."	"Cátedra Guaraní, Asociación de Universidades Grupo Montevideo (AUGM) peguakuéra."
	"Paraguái Ñe’?nguéra Sãmbyhyha (PÑS) rérape, temimo?mby o?va avei ko atýpe,"
	"omoir? ko jojuhu Ñe’? Rape’apo moakãharapav?, Celia Beatriz Godoy."
[NEW DOCUMENT 09/08/22 SP:11:39:a GN:11:46:a]	[NEW DOCUMENT 09/08/22 SP:11:39:a GN:11:46:a]
Presencia de lenguas y culturas indígenas en lanzamiento del DILI en el Chaco.	Umi ypykuéra ñe’? ha arandupy ombojegua DILI ñemoñepyr? Chaco-pe.
"El Decenio Internacional de las Lenguas Indígenas (DILI, 2022-2032) tuvo hoy jueves su lanzamiento oficial en la Región Occidental y contó con la presencia activa de los indígenas de diferentes pueblos, quienes manifestaron, a través de sus lenguas propias, ceremonias religiosas, cantos sagrados, artesanías, vestimentas, etc., sus ganas y esperanzas depositadas en este llamado de las Naciones Unidas para conservar y revitalizar las diferentes lenguas indígenas existentes."	"Ypykuéra Ñe’?ita Pa Ary Yvy Ape Ári (Decenio Internacional de las Lenguas Indígenas, DILI 2022-2032) oñemoñepyr? avei ko arapópe Región Occidental-pe ha omoir? kyre’? umi ypykuéra heta aty pegua, oñeñandukáva iñe’? ryapu rupive, hembijerovia ha iñembo’e purahéi, hembiapo jegua ha ijao teekuéra rupive, ha ambueve, ha he’i ojeroviaha ko Naciones Unidas ñehenói guasu rehe, ikatu hag?uáicha oñemoingove ha oñemombaretejey opa umi ypykuéra ñe’?."
[NEW DOCUMENT 09/06/22 SP:09:24:a GN:09:29:a]	[NEW DOCUMENT 09/06/22 SP:09:24:a GN:09:29:a]
S PL acompaña implementación del Plan Nacional de Pueblos Indígenas.	PÑS oykeko Plan Nacional de Pueblos Indígenas ñemoañete.
La Secretaría de Políticas Lingüísticas (SPL) forma parte del Grupo N° 2 - Área Estratégica 1 “Fortalecimiento de las formas de ser indígena y de sus cosmovisiones” del Plan Nacional de Pueblos Indígenas 2020-2030 (PNPI).	Paraguái Ñe’?nguéra Sãmbyhyha (PÑS) o? avei Aty Ppy.
"En ese sentido, dentro del proceso de implementación del referido plan, autoridades que integran el mencionado grupo mantuvieron este martes una reunión de trabajo."	"2 – Área Estratégica 1 “Fortalecimiento de las formas de ser indígena y de sus cosmovisiones” ryepýpe, o?va Plan Nacional de Pueblos Indígenas 2020-2030 (PNPI) ryepýpe."
	"Upéva kuápe, oñeñeha’ãvo oñemoañete ko apopyrã guasu, ko atypeguakuéra omba’apókuri ko araapy pyharevépe."
[NEW DOCUMENT 09/05/22 SP:09:12:a GN:09:17:a]	[NEW DOCUMENT 09/05/22 SP:09:12:a GN:09:17:a]
Embajador de Italia visitó la SPL.	Italia embajador og?uah? PÑS rógape.
"El embajador de Italia ante la República del Paraguay, Paolo Campanini, realizó este lunes una visita de cortesía a la ministra de la Secretaría de Políticas Lingüísticas (SPL), Ladislaa Alcaraz de Silvero, quien lo recibió en su despacho, en las instalaciones de la entidad lingüística."	"Italia embajador Paraguái retãme, Paolo Camanini, og?uah? ko arakõime Paraguái Ñe’?nguéra Sãmbybyhára (PÑS), Ladislaa Alcaraz de Silvero, rendápe, omog?uah? chupe imba’apoha kotýpe, PÑS rógape."
[NEW DOCUMENT 09/05/22 SP:07:17:a GN:07:26:a]	[NEW DOCUMENT 09/05/22 SP:07:17:a GN:07:26:a]
Prosiguen los trabajos de la Cátedra Guaraní de la AUGM.	Oguata ohóvo hese guarani ñehekombo’e AUGM ryepýpe.
"Este lunes se concretó, de manera virtual, la tercera reunión del Consejo Académico de la Cátedra Guaraní de la Asociación de Universidades Grupo Montevideo (AUGM)."	"Ko arakõime, tembipurupyahu rupive, oñombyaty mbohapyha Consejo Académico, Cátedra Guaraní, Asociación de Universidades Grupo Montevideo (AUGM) pegua."
"La Secretaría de Políticas Lingüísticas (SPL), miembro del consejo, estuvo representada por la directora general de Planificación Lingüística, Celia Beatriz Godoy."	"Paraguái Ñe’?nguéra Sãmbyhyha (PÑS) rérape, temimo?mby o?va avei ko atýpe, omoir? ko jojuhu Ñe’? Rape’apo moakãharapav?, Celia Beatriz Godoy."
[NEW DOCUMENT 09/05/22 SP:06:13:a GN:06:11:a]	[NEW DOCUMENT 09/05/22 SP:06:13:a GN:06:11:a]
Decenio de Lenguas Indígenas será presentado en el Chaco.	Ypykuéra Ñe’?ita Pa Ary oñemoñepyr?ta Chaco-pe.
"La Secretaría de Políticas Lingüísticas (SPL) organiza el evento de lanzamiento del Decenio Internacional de las Lenguas Indígenas (DILI, 2022-2032), Región Occidental, previsto para este jueves 8 de setiembre, a partir de las 10:00, en el Centro de Interpretación Gran Chaco Americano, en el distrito de Filadelfia, departamento de Boquerón (Chaco paraguayo)."	"Paraguái Ñe’?nguéra Sãmbyhyha (PÑS) ombosako’i aty guasu ojekuaauka ñepyr?tahápe Ypykuéra Ñe’?ita Pa Ary Yvy Ape Ári (Decenio Internacional de las Lenguas Indígenas, DILI 2022-2032), Región Occidental-pe, oikótava ko arapópe, 8 jasyporundýpe, 10:00 aravo guive, Centro de Interpretación Gran Chaco Americano, en el distrito de Filadelfia, departamento de Boquerón (Chaco paraguayo)."
[NEW DOCUMENT 09/05/22 SP:05:14:a GN:05:22:a]	[NEW DOCUMENT 09/05/22 SP:05:14:a GN:05:22:a]
Investigadora de Japón visitó la SPL.	Japón-gui og?uah? PÑS rógape kuaapy raperekahára.
"La ministra de la Secretaría de Políticas Lingüísticas (SPL), Ladislaa Alcaraz de Silvero, recibió en su despacho la visita de Ushida Shizuru, catedrática japonesa que está en el país interesada en recabar informaciones sobre la educación bilingüe del Paraguay, y más específicamente sobre el guaraní."	"Paraguái Ñe’?nguéra Sãmbyhyhára (PÑS), Ladislaa Alcaraz de Silvero, rendápe ou Ushida Shizuru, mbo?ehára Japón-gua o?va ñane retãme ojeporekávo ñañe ñe??kõi ñehekombo?e rehe, ko?ýte guarani ñe’? rehegua marandu."
[NEW DOCUMENT 09/02/22 SP:05:48:a GN:05:53:a]	[NEW DOCUMENT 09/02/22 SP:05:48:a GN:05:53:a]
Ministra de SPL disertó en evento de la Universidad de Campinas.	PÑS sãmbyhyhára oñe’? Universidad de Campinas-pe.
"La ministra de la Secretaría de Políticas Lingüísticas (SPL), Ladislaa Alcaraz de Silvero, fue invitada por la Universidad Estadual de Campinas (Brasil) y el Consulado General del Paraguay en San Pablo para disertar sobre la “Situación lingüística del Paraguay en toda su diversidad”."	"Paraguái Ñe’?nguéra Sãmbyhyhárape (PÑS), Ladislaa Alcaraz de Silvero, oipepir? ohesa’?ijo hag?ua kuaapy ñe’?nguéra rehegua Universidad Estadual de Campinas (Brasil) ha Consulado General del Paraguay, San Pablo-pe, ohesa’?ijo hag?ua kuaapy ñe’?nguéra rehegua hérava “Situación lingüística del Paraguay en toda su diversidad”."
"La conferencia magistral se desarrolló de manera virtual y contó con la presencia de autoridades de la universidad y de Paraguay, así como de estudiantes, académicos, entre otros."	"Ko mba’e oiko tembipurupyahu rupive ha omoir? mburuvicha Brasil ha Paraguaigua, mbo’ehára ha temimbo’e, ha ambueve."
[NEW DOCUMENT 09/01/22 SP:10:23:a GN:10:28:a]	[NEW DOCUMENT 09/01/22 SP:10:23:a GN:10:28:a]
SPL brindó charla a funcionarios de Salud sobre importancia del guaraní.	PÑS ohesa’?ijo guarani tuicha mba’eha heta Tesãi mba’apohára rovake.
"La Secretaría de Políticas Lingüísticas (SPL) ofreció este jueves un conversatorio virtual sobre las “Implicancias del uso de la lengua guaraní en la función pública y en el ámbito de la salud, según la Ley 4251/10, De Lenguas”."	"Paraguái Ñe’?nguéra Sãmbyhyha (PÑS) ohesa’?ijo ko arapópe tembipurupyahu rupive kuaapy hérava “Implicancias del uso de la lengua guaraní en la función pública y en el ámbito de la salud, según la Ley 4251/10, De Lenguas”."
La actividad fue dirigida a funcionarios del Sistema de Atención a los Usuarios (SAU) del Ministerio de Salud Pública y Bienestar Social (MSPyBS).	"Kóva ombyaty umi tapicha omba’apóva Sistema de Atención a los Usuarios (SAU) ryepýpe, Tesãi ha Tekoporãverã Motenondeha pegua."
[NEW DOCUMENT 08/31/22 SP:11:25:a GN:11:28:a]	[NEW DOCUMENT 08/31/22 SP:11:25:a GN:11:28:a]
La SPL presentó en Yguazú el Decenio de Lenguas Indígenas.	PÑS omoñepyr? Yguasúpe Ypykuéra Ñe’?ita Pa Ary.
"Paraguay realizó este miércoles el lanzamiento oficial del Decenio Internacional de las Lenguas Indígenas (DILI, 2022-2032) a fin de construir y ejecutar los planes y proyectos favorables a las 19 lenguas indígenas existentes en el país."	"Paraguái péina omoñepyr?ma ko ararundýpe Ypykuéra Ñe’?ita Pa Ary Yvy Ape Ári (Decenio Internacional de las Lenguas Indígenas, DILI 2022-2032), oñeha’ãpotávo ombohape apopyrãnguéra oykekokuaátava umi 19 ypykuéra ñe’? teépe ñane retãme."
"El evento tuvo lugar en el Centro de Interpretación – Circuito Vivencial del Mundo Guaraní de Yguazú (departamento de Alto Paraná) y contó con la presencia de altas autoridades nacionales y locales, así como de miembros de los pueblos indígenas mbyá y avá guaraní, y del pueblo maká."	"Ko aty oiko Centro de Interpretación – Circuito Vivencial del Mundo Guaraní de Yguazú (Alto Paraná tavusúpe) ha omoir? heta tetã mburuvicha ha ypykuéra aty peguakuéra, taha’e mbya ha ava guarani, ha avei maká."
[NEW DOCUMENT 08/29/22 SP:06:52:a GN:06:55:a]	[NEW DOCUMENT 08/29/22 SP:06:52:a GN:06:55:a]
Presentarán el Decenio de Lenguas Indígenas en el Este.	"Oñemoñepyr?tama Ypykuéra Ñe’? Pa Ary, Alto Paranáme."
"La Secretaría de Políticas Lingüísticas (SPL) organiza el evento de lanzamiento del Decenio Internacional de las Lenguas Indígenas (DILI, 2022-2032), Región Oriental, previsto para este miércoles 31 de agosto, a partir de las 9:00, en el Centro de Interpretación – Circuito Vivencial del Mundo Guaraní de Yguazú (departamento de Alto Paraná)."	"Paraguái Ñe’?nguéra Sãmbyhyha (PÑS) ombosako’i aty guasu oñemoñepyr?tahápe Ypykuéra Ñe’?ita Pa Ary Yvy Ape Ári (Decenio Internacional de las Lenguas Indígenas, DILI 2022-2032), Región Oriental-pe, oikótava ko ararundýpe, 31 jasypoapýpe, 9:00 aravo guive, Centro de Interpretación – Circuito Vivencial del Mundo Guaraní, Yguasúpe, (Alto Paranáme)."
[NEW DOCUMENT 08/24/22 SP:07:09:a GN:07:12:a]	[NEW DOCUMENT 08/24/22 SP:07:09:a GN:07:12:a]
Entregarán trofeo Rohayhu Che Ñe’? a promotores de la lengua guaraní.	Oñembojopóita Rohayhu Che Ñe’? heta guarani rayhuhárape.
"En coincidencia con el Día del Idioma Guaraní y en el marco de la semana de la lengua guaraní impulsada por la Secretaría de Políticas Lingüísticas (SPL), mañana jueves 25 de agosto se llevará a cabo el acto de entrega del trofeo Rohayhu Che Ñe’?, edición 2022, a promotores de la lengua guaraní de diferentes ámbitos de la sociedad."	"Ojoajúvo Guarani Ñe’? Ára rehe ha guarani ñe’? arapokõindy ñemomorã ogueroguatáva Paraguái Ñe’?nguéra Sãmbyhyha (PÑS) ryepýpe, ko’?rõ arapópe, 25 jasypoapýpe oikóta aty guasu oñembojopoitahápe Rohayhu Che Ñe’?, 2022 ary peguáva, heta guarani rayhuhára ha akóinte omyasãivape ko ñe’? opa hendárupigua."
"La actividad será desarrollada a partir de las 10:00 en la Biblioteca y Archivo Central del Congreso de la Nación (Río Aquidabán y Río Ypané, ciudad de Asunción)."	"Aty oñepyr?ta 10:00 aravo ramo, ha oikóta Biblioteca y Archivo Central del Congreso de la Nación kotýpe (Río Aquidabán ha Río Ypané rapépe, Paraguay távape)."
[NEW DOCUMENT 08/19/22 SP:10:49:a GN:10:54:a]	[NEW DOCUMENT 08/19/22 SP:10:49:a GN:10:54:a]
SPL y la Facultad Politécnica firmaron convenio de cooperación.	PÑS ha Facultad Politécnica omboheraguapy ñoñe’?me’?.
"La Secretaría de Políticas Lingüísticas (SPL) y la Facultad Politécnica de la Universidad Nacional de Asunción (FP-UNA) sellaron este viernes un acuerdo de cooperación interinstitucional para estimular una cooperación científica y tecnológica más estrecha en el ámbito lingüístico, de manera de fortalecer el bilingüismo oficial y el multilingüismo nacional."	"Paraguái Ñe’?nguéra Sãmbyhyha (PÑS) ha Facultad Politécnica, Universidad Nacional de Asunción pegua (FP-UNA), omboheraguapy ñoñe’?me’? ko arapote?me ohapereka hag?ua kuaapy ha tembipurupyahukuéra ñe’?nguéra rehegua o?va, oñemombaretepotávo mokõive ñane retã ñe’? tee ha avei ñe’ejoparaeta o?va Paraguáipe."
[NEW DOCUMENT 08/19/22 SP:09:28:a GN:09:32:a]	[NEW DOCUMENT 08/19/22 SP:09:28:a GN:09:32:a]
"Este lunes arranca la semana de la lengua guaraní, Rohayhu Che Ñe’?."	"Ko arakõime oñepyr?ta guarani ñe’? arapokõindy, Rohayhu Che Ñe’?."
"Desde este lunes 22 al 26 de agosto, se llevará cabo la novena edición de Rohayhu Che Ñe’?, campaña nacional promovida por la Secretaría de Políticas Lingüísticas (SPL), con el apoyo de varios sectores de la sociedad, que busca la promoción, revalorización, difusión, y concienciación sobre el valor y la importancia del guaraní, lengua oficial y mayoritaria de la población paraguaya."	"Ko arakõi oúvape, 22 jasypoapy guive, 26 meve, oiko jeýta Rohayhu Che Ñe’?, ñehenói guasu ombosako’íva Paraguái Ñe’?nguéra Sãmbyhyha (PÑS), heta ambue temimo?mby ñepytyvõme, oñeha’ãva omoherakuã porã, omoasãi ha omomba’eguasu jey guarani ñe’?, tetã ñe’? tee ha ojepuruvéva háicha ñande rekoha rupi."
[NEW DOCUMENT 08/18/22 SP:07:29:a GN:07:36:a]	[NEW DOCUMENT 08/18/22 SP:07:29:a GN:07:36:a]
Agenda de actividades de la campaña Rohayhu Che Ñe’? 2022.	Tembiaporã’aty Rohayhu Che Ñe’? 2022 rehegua.
"Del 22 al 26 de agosto será la novena edición de Rohayhu Che Ñe’?, campaña nacional promovida por la Secretaría de Políticas Lingüísticas (SPL), con el apoyo de varios sectores de la sociedad, con la que se busca la promoción, revalorización, difusión, y concienciación sobre el valor y la importancia del guaraní, lengua oficial y mayoritaria de la población paraguaya."	"Ág?a 22 jasypoapy guive, 26 meve, oiko jeýta Rohayhu Che Ñe’?, ñehenói guasu ombosako’íva Paraguái Ñe’?nguéra Sãmbyhyha (PÑS), heta ambue temimo?mby ñepytyvõme, oñeha’ãva omoherakuã porã, omoasãi ha omomba’eguasu jey guarani ñe’?, tetã ñe’? tee ha ojepuruvéva háicha ñande rekoha rupi."
